"ID";"B_SATS_Gefuehl";"B_SATS_Kompetenz";"B_SATS_Wert";"B_SATS_Schwierigkeit";"B_SATS_Interesse";"B_SATS_Aufwand";"C1_Mathe";"C1_Schule";"C1_Hochschule";"C4_Notenerwartung";"D_BFI_E";"D_BFI_N";"D_BFI_O";"D_BFI_G";"D_BFI_V";"E_Action";"E_FantasySciFi";"E_Drama";"E_Horror";"E_Thriller";"E_Komoedie";"E_Liebe";"E_Erotik";"E_Animation";"E_Dokumentation";"F01_Pullover";"F02_Schuhe1";"F03_Schuhe2";"F04_Schuhe3";"F05_Zinsen";"F06_Preise";"F07_Aktien";"F08_Putzen";"F09_Kino";"F10_Tischtennis";"F11_Linda";"G01_Geschlecht";"G02_Alter";"G04_Studium";"G05_Zugangsberechtigung"
511;1,2;1,5;4,1;1,9;4,5;3,8;2;4;4;3;4;3,5;5;2;2,5;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";24;"Ja, beide";"allgemeine Hochschulreife / Abitur"
1403;5,3;7;5,1;4,6;5,2;5,2;7;7;7;1,3;2;2,5;3;2,5;4,5;"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";NA;"maennlich";23;"Nein";"allgemeine Hochschulreife / Abitur"
164;2,8;4,2;4;2,7;4,5;6,2;2;5;5;3;4,5;2;4;3,5;2;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"fachgebundene Hochschulreife"
493;5;5,2;6,7;3,1;7;6;5;5;6;2,7;3,5;2;1,5;3;3,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte.";"maennlich";25;"Nein";"Fachhochschulreife"
363;4,5;5,4;3,7;2,6;4,7;5,5;6;6;6;2;4,5;2,5;4,5;4,5;3,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";NA;"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";NA;"Nein";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1465;2,7;5;5;2,7;6;6,5;3;5;4;3;4,5;3,5;2,5;4,5;5;"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";25;"Nein";"allgemeine Hochschulreife / Abitur"
370;5,7;6,2;4,2;2,7;6,2;7;6;6;6;2,3;3;2,5;4,5;5;3;"Ja";"Ja";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";20;"Nein";"allgemeine Hochschulreife / Abitur"
424;4;4,3;4,2;4;4,2;5,8;5;6;6;1,3;3;4;4,5;4;3;"Ja";"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Es werden mehr Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"10 Cent.";"Linda ist Bankangestellte.";"weiblich";25;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1377;4,8;5,5;4,1;3,7;5,5;6,5;6;6;6;2;3,5;2,5;2,5;5;5;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";NA;"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";24;"Ja, beide";"Fachhochschulreife"
335;2,8;4,2;1,4;2,4;1,8;6,8;6;6;6;2,3;3;2,5;1,5;5;2;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";NA;"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
175;3,2;3,3;3,2;1,9;5;7;5;7;4;3;5;2,5;3;5;3,5;"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Weiss nicht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";38;"Ja, ein Elternteil";"Fachhochschulreife"
423;3,3;4,5;4,8;2,3;5;6,8;5;5;5;3;2;3;2;5;3;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";NA;"Hoeher als 105 Euro.";NA;"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";NA;"maennlich";24;"Nein";"Fachhochschulreife"
313;4,5;5,8;5,8;1,8;7;5,5;4;5;6;NA;4,5;2,5;NA;2,5;2,5;"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Niedriger als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";NA;27;"Nein";"allgemeine Hochschulreife / Abitur"
1501;4;3,7;4,7;3;3;6;4;5;5;3;2,5;3;1,5;3,5;4;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Mehr.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";23;"Nein";"allgemeine Hochschulreife / Abitur"
1518;4;5,5;6,4;3,3;6,5;7;1;4;5;2;4,5;2;2;4,5;2;"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";NA;"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";29;"Ja, ein Elternteil";NA
1502;3,3;4,8;4,6;2,6;5;6,2;5;5;6;3;3;3,5;1;3,5;2,5;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";NA;"weiblich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1470;6,5;6,7;5,6;4,6;5,2;5,8;6;5;5;2,3;3;2,5;4;4;3;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
1451;3,2;4,8;4;2;3,8;5,2;2;3;3;3,3;4,5;1;2;3,5;3,5;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden mehr Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";24;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
567;1,2;3;3,6;1,7;4,8;5,7;1;3;5;3;1,5;4;4;4;3;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Weiss nicht.";NA;NA;"Niedriger als 105 Euro.";NA;"Stimme eher zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";28;"Nein";"Fachhochschulreife"
1536;4,8;4,8;6,2;2,7;6,3;4,8;4;4;4;1,7;NA;2,5;1,5;3;2;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Ja";"Es werden weniger Pullover verkauft.";NA;"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";NA;"maennlich";26;"Ja, beide";"allgemeine Hochschulreife / Abitur"
475;4,7;4,8;3,8;3,4;4,5;5,8;5;4;5;NA;4;2,5;3;3,5;4;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Ja";"Nein";"Ja";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"maennlich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
624;3,8;4;5,6;2,6;6;6;3;4;5;4;5;3,5;2,5;1,5;2,5;"Nein";"Ja";"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Weiss nicht.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"allgemeine Hochschulreife / Abitur"
192;3,2;5;3;2;5,8;7;6;5;5;1,7;4;4;2;4;5;"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 30 Euro. Dies entspricht der Summe, die ich für die Haushaltshilfe bezahlen muesste.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
652;3,8;5,2;4,2;3,1;4,5;6;5;4;4;2,7;3;1,5;3;2,5;3,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden mehr Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Nein";"Hoeher als 105 Euro.";"Weniger.";NA;"Meine Kosten betragen 20 Euro.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";21;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1444;2,3;3,5;5,3;2,4;3;4,2;5;6;7;1,7;4,5;2;4,5;4,5;3,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";22;"Ja, ein Elternteil";"Fachhochschulreife"
285;2,8;3,7;2,8;3,3;3,8;5,5;3;4;5;2,7;3,5;5;2;2,5;2;"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";NA;"maennlich";29;"Nein";"allgemeine Hochschulreife / Abitur"
1540;4,7;5,2;4,6;3,7;6;6,2;1;1;1;2,7;5;3,5;4,5;4;4;"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Niedriger als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";27;"Nein";"Fachhochschulreife"
195;5;5,7;4;3,4;5,2;5,2;7;6;7;1,3;2;2;3;3,5;2,5;"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1405;4;4;4,7;3;2,3;6;4;5;3;3;2;3;2;3,5;1,5;"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Genau 105 Euro.";"Mehr.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte.";"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
1367;5,3;4,3;4,4;3,7;5,2;5,5;1;7;7;1;3;1;2;4;2;"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Ja";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Nein";NA;NA;NA;NA;NA;NA;NA;"weiblich";30;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1551;5,7;5,8;5,6;3,6;6,5;6;4;5;2;2,3;5;3;3,5;4;3;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"1 Euro.";NA;"maennlich";34;"Nein";NA
182;3,2;4,7;4,3;3,2;4,8;5,5;7;6;7;1,7;2,5;1;1;2,5;4,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
1531;2;3,3;2,4;2,3;3;4,2;6;4;5;3;3;2,5;1;3,5;4;"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";25;"Nein";"Fachhochschulreife"
333;6;6,3;4,9;4,2;5,8;6,2;7;6;7;1,7;4;1,5;2,5;3;2,5;"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";NA;"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";NA;"weiblich";21;"Nein";"allgemeine Hochschulreife / Abitur"
386;4,8;4,5;6,3;2,9;5,2;5,2;4;4;5;2,3;3,5;1;3,5;2,5;3,5;"Ja";"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme voll und ganz zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1549;2,2;2,8;5,6;1,7;6,5;6,8;5;7;7;3,7;3,5;5;5;3,5;3;"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"5 Cent.";NA;"weiblich";25;"Nein";"allgemeine Hochschulreife / Abitur"
1521;3,8;5,5;5,8;3,7;5,5;4,8;5;5;6;1,7;2,5;2;4,5;3,5;3;"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";31;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
407;5,2;5,2;6,1;2,7;6,5;6;4;6;6;2;2,5;4,5;2,5;3,5;3,5;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";22;"Nein";"allgemeine Hochschulreife / Abitur"
1559;4,2;4,5;4,2;4;5,8;6,5;4;6;4;2,7;5;4;2,5;2,5;3,5;"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Weiss nicht.";NA;"Ja";NA;"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";24;"Nein";"allgemeine Hochschulreife / Abitur"
191;2,5;2,7;5,6;2,3;6;5,8;3;4;3;3,3;4,5;3;4;2,5;3,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";25;"Ja, beide";"allgemeine Hochschulreife / Abitur"
1436;3,2;4,3;4,6;2,3;6,2;5,8;4;2;7;2,3;5;1;3;3;2,5;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";30;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
339;2;3,5;4,8;2,7;4,7;5,8;2;5;6;3,3;5;3;3;4;2,5;"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";NA;"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";NA;"10 Cent.";"Linda ist Bankangestellte.";"weiblich";27;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
623;3;2;4;1;6;7;5;4;4;3;3;3;3;5;3,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";NA;NA;"weiblich";25;"Nein";NA
1412;6,5;6,5;6,2;3,7;7;6;7;4;7;2;3;2;4,5;5;4,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";NA;"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Weiss nicht.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";NA;NA;58;"Nein";"allgemeine Hochschulreife / Abitur"
1461;3,2;4,3;3,2;2,6;3,5;5,8;5;5;6;2,7;4;3;1,5;4,5;3,5;"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";25;"Nein";"allgemeine Hochschulreife / Abitur"
1441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
530;5,3;5,7;4,3;4,1;6,2;6;4;4;7;2,3;3,5;2;2,5;4,5;2;"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";25;"Nein";"allgemeine Hochschulreife / Abitur"
1458;5;5,3;6,8;3,1;6,8;6;7;6;6;1,7;4,5;3,5;3,5;4;3,5;"Ja";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";27;"Nein";"allgemeine Hochschulreife / Abitur"
627;5;5,3;4,1;4;5,5;7;6;5;5;2,3;3,5;2,5;2,5;3,5;4;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";29;"Nein";"Fachhochschulreife"
